dataset, model, explainer, RC, FA, RA, SA, SRA, PGU, PGI, RIS, ROS
compas,ann,ig,,,,,,0.12085688,0.49547526,3725.112465230946,1013.773339073119
compas,ann,ig,,,,,,0.686784,0.62866616,545.6121774488655,2792.6644114188857
compas,ann,ig,,,,,,0.009936504,0.17418051,64.10925698489044,685.6168284003493
compas,ann,ig,,,,,,0.5008373,0.64759594,50822.52797711345,63485.534562264125
compas,ann,ig,,,,,,0.06194343,0.2799188,50.410469869441876,1694.265128668754
compas,ann,ig,,,,,,0.011289385,0.048254237,11.699041128240085,185884.0041834971
compas,ann,ig,,,,,,0.523182,0.40200305,428.79239486627375,10004.90119368372
compas,ann,ig,,,,,,0.35204852,0.3427347,265.5834446101228,1811.4066190428719
compas,ann,ig,,,,,,0.0523863,0.35174197,32.41897031809933,1833.7976647758803
compas,ann,ig,,,,,,0.5945448,0.4129798,1356.2423513727808,919.2206087608249
compas,ann,ig,,,,,,0.00032351946,0.0033943355,4.64858101700378,13194.23116337218
compas,ann,ig,,,,,,0.059616953,0.25561574,18.135601013650017,1397.47658576287
compas,ann,ig,,,,,,0.573237,0.5329683,224.53193001419604,1751.2859724903526
compas,ann,ig,,,,,,0.82610774,0.7310932,495.8464314144134,2356.2257036740534
compas,ann,ig,,,,,,0.45247027,0.61854565,91728.71339437852,1877336.8174157857
compas,ann,ig,,,,,,0.03861314,0.08407843,124.97243144444107,1074.0684734558424
compas,ann,ig,,,,,,0.12191827,0.5049831,221.6827066505157,1454.7209827186734
compas,ann,ig,,,,,,0.47423938,0.48077428,1808.3044571129058,53910.46696678399
compas,ann,ig,,,,,,0.01475517,0.15487175,26.290717999834328,688.542554882944
compas,ann,ig,,,,,,0.050673448,0.20447828,18.937873195437877,1009.8645015088298
compas,ann,ig,,,,,,0.008308172,0.10147076,99.55696718790612,674.4877361154364
compas,ann,ig,,,,,,0.6370543,0.39024097,363.1182859308202,9728.600041860784
compas,ann,ig,,,,,,0.0034561586,0.013826076,8.726764190590984,2897.9916517124043
compas,ann,ig,,,,,,0.5682898,0.45837831,150.3311774444058,3858.2649717044605
compas,ann,ig,,,,,,0.62278277,0.49116898,1213.6437021056431,9590.122728024266
compas,ann,ig,,,,,,0.5290439,0.3525139,188.78763998935844,3758.7742825944392
compas,ann,ig,,,,,,0.46294045,0.59532773,60324.21799189825,705637.4406520893
compas,ann,ig,,,,,,0.005837342,0.07190175,7.55539863139293,4155.593808695052
compas,ann,ig,,,,,,0.49863118,0.26746464,527527.2268212916,61068.0965950415
compas,ann,ig,,,,,,0.24200234,0.19134879,396.43276705854765,2400.56733605285
compas,ann,ig,,,,,,0.55803335,0.43356022,1690.6348458908276,87437.60041614561
compas,ann,ig,,,,,,0.6703057,0.3073664,1900.1905393997165,352924.46766951616
compas,ann,ig,,,,,,0.31174543,0.42329922,40.54079992264588,1533.103195848093
compas,ann,ig,,,,,,0.37695196,0.51159495,56261.43869121142,544515.4113113356
compas,ann,ig,,,,,,0.016682701,0.15352349,37.95319146817626,547.342023168998
compas,ann,ig,,,,,,0.002663567,0.037054755,7.304656390090196,1296.2136386381194
compas,ann,ig,,,,,,0.58417684,0.42786878,1429.3257691840508,17588.385526253478
compas,ann,ig,,,,,,0.19800025,0.42018145,705.4767231377956,3059.5416758986203
compas,ann,ig,,,,,,0.33769783,0.35361752,133267.3037072118,213010.79144789162
compas,ann,ig,,,,,,0.41930315,0.43619886,1199.23983844134,3562.8603528758917
compas,ann,ig,,,,,,0.20381892,0.5395996,704.9160035712921,1866.9976753988378
compas,ann,ig,,,,,,0.6782012,0.7300589,624.0581211830867,34798.67326162053
compas,ann,ig,,,,,,0.6548215,0.6446235,41761.679123257985,42596.62363542975
compas,ann,ig,,,,,,0.037688382,0.12000152,27.599115221686528,727.7965326490292
compas,ann,ig,,,,,,0.40233746,0.17257388,605.8088423631592,31948.65558195147
compas,ann,ig,,,,,,0.48877665,0.6135839,92.8026116594848,3147.6503386910726
compas,ann,ig,,,,,,0.49922368,0.49746373,99242.96857041413,166197.26035020186
compas,ann,ig,,,,,,0.049928214,0.078419015,121.3977704757512,782.8416849116091
compas,ann,ig,,,,,,0.16243508,0.085511796,726.3017890041754,42207.10549450434
compas,ann,ig,,,,,,0.063642725,0.16689256,404.31596267174865,20130.715585116388
compas,ann,ig,,,,,,0.12110512,0.38584715,21.195775384126666,6415.009692332382
compas,ann,ig,,,,,,0.70439965,0.69626814,106.57387457078585,2243.2314853155685
compas,ann,ig,,,,,,0.013580729,0.044652373,131.13029197918505,702.7315848380238
compas,ann,ig,,,,,,0.0010836291,0.00722503,6.202035195721076,12873.425792159118
compas,ann,ig,,,,,,0.015154944,0.4132254,36.462304834688105,793.004176551678
compas,ann,ig,,,,,,0.5606369,0.481434,645.4879845580556,24777.896728926877
compas,ann,ig,,,,,,0.47136107,0.40609875,487.73989878915904,6289.045171113671
compas,ann,ig,,,,,,0.31620958,0.19654028,1792.082960684697,670106.638581241
compas,ann,ig,,,,,,0.10827765,0.16922331,125.26178128120475,1244.0554795376054
compas,ann,ig,,,,,,0.42557022,0.38277596,452.17600405059306,1686.4222861695632
compas,ann,ig,,,,,,0.45974183,0.41509402,1427.0060552891418,8931.127687175203
compas,ann,ig,,,,,,0.55046695,0.5705406,256.7958892001952,21734.65168773315
compas,ann,ig,,,,,,0.5454223,0.39903355,1060.0019178496298,5047.240673443982
compas,ann,ig,,,,,,0.30928695,0.36212128,104984.56432129692,49846.22781439235
compas,ann,ig,,,,,,0.66307753,0.77887756,346.5307348990108,2456.980976750189
compas,ann,ig,,,,,,0.44019738,0.42400232,110858.36657175845,57888.34181184498
compas,ann,ig,,,,,,0.3804837,0.62061423,675752.33241139,75647.76948711497
compas,ann,ig,,,,,,0.13232377,0.14647104,1615.049935623458,26263.29817494245
compas,ann,ig,,,,,,0.7165569,0.70093125,87.80291725376559,2464.034064437777
compas,ann,ig,,,,,,0.69570446,0.53369546,351.61816907696686,4835.213990177329
compas,ann,ig,,,,,,0.61156416,0.52508485,1999.567165810895,19601.22501514464
compas,ann,ig,,,,,,0.5438879,0.670409,77856.0378279178,54102.30794591856
compas,ann,ig,,,,,,0.45661563,0.5946448,34651.79499556242,84770.73357260831
compas,ann,ig,,,,,,0.7094273,0.5263694,358.8929112006146,2103.233128192438
compas,ann,ig,,,,,,0.19595356,0.5367105,50.39047982102836,2479.4877223398826
compas,ann,ig,,,,,,0.5136308,0.4080913,197.63511128570468,4677.525228498918
compas,ann,ig,,,,,,0.441817,0.41139758,260.749421808042,31773.736095238393
compas,ann,ig,,,,,,0.080596425,0.24137741,270.776947085497,1916.0819089911895
compas,ann,ig,,,,,,0.27660522,0.25548428,350.6387449962051,2508.0723732963434
compas,ann,ig,,,,,,0.61026686,0.52112633,20.78894191737556,13786.507474629467
compas,ann,ig,,,,,,0.5469336,0.54847556,217.7279733157427,6594.637611174539
compas,ann,ig,,,,,,0.30481637,0.32658756,723.1020969874427,3945.776011707078
compas,ann,ig,,,,,,0.41252732,0.082447626,401.67509176830134,63350.16978961137
compas,ann,ig,,,,,,0.41306922,0.4771963,284.04016130108306,5726.046739561173
compas,ann,ig,,,,,,0.77866054,0.59561646,417.68478724494855,2683.0703919987805
compas,ann,ig,,,,,,0.5199667,0.30512708,1916.7889001063975,81068.93205650474
compas,ann,ig,,,,,,0.04115261,0.12600088,63.1070934995339,1033.6811131982201
compas,ann,ig,,,,,,0.5917975,0.6398965,119690.98108953703,69067.55983339122
compas,ann,ig,,,,,,0.37414235,0.45360523,54.87866307648429,1307.6982277158327
compas,ann,ig,,,,,,0.22454414,0.5104589,70.8936190910142,8770.703747398833
compas,ann,ig,,,,,,0.061814647,0.05616374,127.91578905201682,1004.788818347942
compas,ann,ig,,,,,,0.0388693,0.09845848,402.40867855177015,1685.491327652723
compas,ann,ig,,,,,,0.81432414,0.3430187,645.2529484900144,2245.9781528473995
compas,ann,ig,,,,,,0.6541944,0.47508276,775.7830935893102,9841.592178201738
compas,ann,ig,,,,,,0.55820525,0.6632906,184120.64215673393,57720.48620916962
compas,ann,ig,,,,,,0.64587635,0.44525436,1416.2405247277136,2160.279187740219
compas,ann,ig,,,,,,0.38173884,0.5973381,170.49264825815837,2051.5570068928782
compas,ann,ig,,,,,,0.6921737,0.37220442,934.891112023123,33845.74881403969
compas,ann,ig,,,,,,0.39696786,0.407038,430.3035775274376,1723.3902263018467
compas,ann,ig,,,,,,0.6059068,0.38588497,90.36606042625532,1300.9382281406931
compas,ann,ig,,,,,,0.14754006,0.15719536,94.316180146719,1847.6122484379227
compas,ann,ig,,,,,,0.17338587,0.507594,551.4601612589017,5349.548166730025
compas,ann,ig,,,,,,0.0122856125,0.08197818,65.46023515541425,547.6086265709703
compas,ann,ig,,,,,,0.5995539,0.726199,21413.04439626558,31670829.70072694
compas,ann,ig,,,,,,0.2593382,0.15834844,449578.81002183317,214153.38698007527
compas,ann,ig,,,,,,0.0061779353,0.029064752,74.86081965419253,1183.82796159802
compas,ann,ig,,,,,,0.6764909,0.6325767,40.33127349336934,421290.18807137915
compas,ann,ig,,,,,,0.51997405,0.43656975,1495.4375671245527,110799.16805911416
compas,ann,ig,,,,,,0.54280496,0.46881184,66.28508039082122,1766.2290069058072
compas,ann,ig,,,,,,0.005272939,0.069184475,52.20067558127439,752.7154239390652
compas,ann,ig,,,,,,0.62857765,0.53060174,577.8186946223519,569.3723282802557
compas,ann,ig,,,,,,0.8567889,0.3756738,25.54652264525635,30484.528129941733
compas,ann,ig,,,,,,0.53375244,0.582788,134.270388444823,25472.68359266815
compas,ann,ig,,,,,,0.09962419,0.2370438,347.9204435587427,6490.882795640396
compas,ann,ig,,,,,,0.022431038,0.12039469,26.60498155651471,691.6147143122488
compas,ann,ig,,,,,,0.0069930283,0.019877424,10.289634193938564,1421.8153631812909
compas,ann,ig,,,,,,0.23201577,0.15980968,451.92195919956436,1235.6221703918561
compas,ann,ig,,,,,,0.50943327,0.45251364,1103.8186377948202,124427.76799313904
compas,ann,ig,,,,,,0.6511033,0.56003374,46583.710074770235,100198.32018454831
compas,ann,ig,,,,,,0.030348498,0.13026461,116.70336318823645,832.6547343638043
compas,ann,ig,,,,,,0.52610254,0.36787632,1876.8012280526643,32480.146520017577
compas,ann,ig,,,,,,0.016430218,0.06317864,14.673166077616543,705.1303458130049
compas,ann,ig,,,,,,0.0039306064,0.07981127,7.83680496810926,842.5183531638439
compas,ann,ig,,,,,,0.71569806,0.54342633,707.7873641143688,3549.9547610665263
compas,ann,ig,,,,,,0.24478096,0.41925457,122.51734557306077,1898.055539538353
compas,ann,ig,,,,,,0.23674995,0.34459957,290.80593799755763,1188.636776881752
compas,ann,ig,,,,,,0.047997188,0.20354576,73.73964167208997,1626.987113409387
compas,ann,ig,,,,,,0.16079521,0.11804297,216.39792383129281,1643.754343928105
compas,ann,ig,,,,,,0.0021513253,0.0036287517,157.16834489896192,26771.48826416824
compas,ann,ig,,,,,,0.6889033,0.46278584,232.0103671178185,5446.878900671077
compas,ann,ig,,,,,,0.4729454,0.36618024,713227.2649193461,7034482.490909763
compas,ann,ig,,,,,,0.46336398,0.4883292,219.9536228392253,78216.9228077393
compas,ann,ig,,,,,,0.0529932,0.22462642,44.01113856147729,723.3398695098018
compas,ann,ig,,,,,,0.6478699,0.572732,10423.04177293538,100013.20536020142
compas,ann,ig,,,,,,0.41116884,0.7155696,236972.08417869097,436710.3702543974
compas,ann,ig,,,,,,0.0023988294,0.0040875576,54.88374808645544,4566.0406740375765
compas,ann,ig,,,,,,0.16414972,0.36914825,333.83550067132563,2109.0808684959343
compas,ann,ig,,,,,,0.48983666,0.3908222,257.81178189758214,1536.5574164162774
compas,ann,ig,,,,,,0.45686975,0.46527863,282846.16680159915,398308.83242411236
compas,ann,ig,,,,,,0.565552,0.65241873,53.24137368581318,2258.355833406414
compas,ann,ig,,,,,,0.3329826,0.33145154,259.13608543810517,1370.4715579561823
compas,ann,ig,,,,,,0.8200692,0.25738242,278.45942205439883,1569.02015575787
compas,ann,ig,,,,,,0.69175464,0.5722114,785.8121427424687,14353.903788527963
compas,ann,ig,,,,,,0.101194546,0.16255555,774.188736682422,1117.5176213674054
compas,ann,ig,,,,,,0.48136273,0.40783128,1403.0752185788792,52470.161513331775
compas,ann,ig,,,,,,0.040304277,0.12040593,110.21012122762863,8671.214376649914
compas,ann,ig,,,,,,0.7898137,0.6746062,35.404422181316775,2252.478955283895
compas,ann,ig,,,,,,0.7683129,0.6974116,247.19991271711157,28928.89845632736
compas,ann,ig,,,,,,0.07792562,0.25391504,31.292602944263813,1068.5955050526054
compas,ann,ig,,,,,,0.47575885,0.48253298,277.9312216277374,12493.36543374
compas,ann,ig,,,,,,0.22002572,0.06793227,214.43494302677507,1667.433740709922
compas,ann,ig,,,,,,0.8347814,0.73053724,44.87726665939613,7829.451853691271
compas,ann,ig,,,,,,0.7549018,0.66771746,89.99131003937951,2577.308033099946
compas,ann,ig,,,,,,0.0095933955,0.039399765,108.42990807584953,1497.3568926658309
compas,ann,ig,,,,,,0.6161298,0.3584518,1759.5396282282443,66958.54370117401
compas,ann,ig,,,,,,0.45454466,0.40446576,65.47626646779491,18650.902350659046
compas,ann,ig,,,,,,0.00412936,0.013870878,36.99043341690698,1144.5820540442003
compas,ann,ig,,,,,,0.27694795,0.3475125,280.6138075907094,9587.712257867166
compas,ann,ig,,,,,,0.15063201,0.45039573,20.15301040398485,2201.081077214585
compas,ann,ig,,,,,,0.34461248,0.20051086,121.64351091444861,18042.093289688783
compas,ann,ig,,,,,,0.37272727,0.5791542,54151.15691530278,6838477.422450403
compas,ann,ig,,,,,,0.7771694,0.6562816,42.91843480810486,1916.6962695203517
compas,ann,ig,,,,,,0.5039476,0.56175363,116540.05361770866,684747.9181517765
compas,ann,ig,,,,,,0.08226101,0.30341125,2025478.7108137636,1290142.4266848848
compas,ann,ig,,,,,,0.63122725,0.5349665,60403.665895754435,436169.92963707325
compas,ann,ig,,,,,,0.86631185,0.58722985,66.99068147499908,2183.540782296114
compas,ann,ig,,,,,,0.59325004,0.284806,33638.178757837224,29320.84158614625
compas,ann,ig,,,,,,0.14224985,0.26162797,399.9851037328793,1805.696048407823
compas,ann,ig,,,,,,0.0935486,0.31295514,188.7135477858628,3685.013313826886
compas,ann,ig,,,,,,0.014021411,0.071812205,9.062768523638233,719.6980342570738
compas,ann,ig,,,,,,0.053734623,0.08537585,28.268381932201542,1425.0124311649363
compas,ann,ig,,,,,,0.6898942,0.58246946,1347.7728892331754,6196.683198224622
compas,ann,ig,,,,,,0.02608549,0.1280323,15.815071278259465,693.2014755593682
compas,ann,ig,,,,,,0.51310617,0.3189877,157.7342660522718,1330.817673894993
compas,ann,ig,,,,,,0.26698217,0.41569576,164.86328557660016,6852.343233217405
compas,ann,ig,,,,,,0.042830527,0.099971674,278.2617735917716,962.5490362162033
compas,ann,ig,,,,,,0.6839906,0.27643418,292.1409651237459,1533.9722915871334
compas,ann,ig,,,,,,0.6239926,0.6437892,150.69799188039968,3087.7382574477697
compas,ann,ig,,,,,,0.82445973,0.46203429,419.2147437379751,44705.86116293998
compas,ann,ig,,,,,,0.3683775,0.32382888,1990.8464586246716,160199.08411137585
compas,ann,ig,,,,,,0.56748486,0.6651475,45361.801163648,91559.1668226696
compas,ann,ig,,,,,,0.08793388,0.24822006,309.5864856562896,2362.540249363281
compas,ann,ig,,,,,,0.005512046,0.014701414,149.0466460482898,635.9662053182415
compas,ann,ig,,,,,,0.7419899,0.6308958,635.3165855652763,7860.778163363458
compas,ann,ig,,,,,,0.5428834,0.61563635,55669.81534393901,212721.63882950414
compas,ann,ig,,,,,,0.01859126,0.018229345,519.8392582036508,1108.537706082461
compas,ann,ig,,,,,,0.10477117,0.2688074,520.0092904196476,1541.0951279264675
compas,ann,ig,,,,,,0.69286764,0.57203966,898.1862234283341,1245.2145965986165
compas,ann,ig,,,,,,0.61110145,0.50966114,326.4819385910348,3335.5318621873375
compas,ann,ig,,,,,,0.48056862,0.4988053,171.8591374305735,4864.763335064415
compas,ann,ig,,,,,,0.76841635,0.7660585,50.61271599405726,2282.830130825856
compas,ann,ig,,,,,,0.33440867,0.35211632,8336893.238958179,33776.77607954276
compas,ann,ig,,,,,,0.7385161,0.5464228,427.17466875717923,8148.007710647539
compas,ann,ig,,,,,,0.016796213,0.10050204,9.889046375839072,2991.1403164682047
compas,ann,ig,,,,,,0.027412854,0.13585438,27.346164320837133,756.1288364730029
compas,ann,ig,,,,,,0.5564493,0.27639055,27.554798168233,1081.4398512779853
compas,ann,ig,,,,,,0.4477997,0.48658618,2243957.1619155942,106484.41337040643
compas,ann,ig,,,,,,0.29288363,0.24616551,421.18186258747005,1590.4003719139325
compas,ann,ig,,,,,,0.61062616,0.5921307,562.46110152375,2199.606826629453
compas,ann,ig,,,,,,0.34772372,0.15932947,1173.2060942450616,106769.09052958556
compas,ann,ig,,,,,,0.50286007,0.40581027,174.46601167592942,162527.4022886672
compas,ann,ig,,,,,,0.028778734,0.07079791,63.79595086189057,751.6743830781278
compas,ann,ig,,,,,,0.40139434,0.5483029,396382.71812358155,711934.4452973963
compas,ann,ig,,,,,,0.4406698,0.46039936,237.43330345067642,1768.6916860137014
compas,ann,ig,,,,,,0.39847186,0.34479195,277.58192268099253,4031.7697409043203
compas,ann,ig,,,,,,0.64219,0.51351017,164.2569759345682,11149.461151636999
compas,ann,ig,,,,,,0.5898851,0.22078767,731.6456813365755,17447.680447576862
compas,ann,ig,,,,,,0.010366962,0.027549822,9.067655206116228,1099.0739970117415
compas,ann,ig,,,,,,0.5568211,0.44839463,1192.2414845020444,21195.432871438275
compas,ann,ig,,,,,,0.80240476,0.5827229,51.57842209787345,2546.4040100870866
compas,ann,ig,,,,,,0.452461,0.65238667,36676.95452930221,288617.165699473
compas,ann,ig,,,,,,0.49631968,0.38160402,1563.3002792448087,5728.149992881444
compas,ann,ig,,,,,,0.5773947,0.4228423,157.68071275522362,2381.910463022761
compas,ann,ig,,,,,,0.59118676,0.4568756,749.1159350482485,307128.4117709001
compas,ann,ig,,,,,,0.53907156,0.4392559,1400.3463205339774,104683.31476123715
compas,ann,ig,,,,,,0.541288,0.52349645,984058.9729719546,1388451.3789064167
compas,ann,ig,,,,,,0.16425857,0.41274685,164.5163557413779,4892.186140137334
compas,ann,ig,,,,,,0.24853224,0.24707177,457.8234797241749,1301.6168910920355
compas,ann,ig,,,,,,0.17091545,0.3347425,761.7177389121749,8151.765693581217
compas,ann,ig,,,,,,0.6947698,0.40712395,51.779776234539966,1672.6525742397328
compas,ann,ig,,,,,,0.0129423225,0.016553404,86.17548527400207,1807.2529883279744
compas,ann,ig,,,,,,0.07381491,0.34338078,30.35640730183464,981.756321122802
compas,ann,ig,,,,,,0.2389221,0.3232149,229.78577918167727,20659.842642149408
compas,ann,ig,,,,,,0.52509123,0.594981,51.13562547947342,2076.8028378988624
compas,ann,ig,,,,,,0.0029588053,0.020696595,36.054260056054794,970.2931860702847
compas,ann,ig,,,,,,0.44930705,0.39347947,112.31565276998433,1589.0807828431539
compas,ann,ig,,,,,,0.8339282,0.19015792,197.07720443575147,14252.513793851833
compas,ann,ig,,,,,,0.6432035,0.29591742,1324.676463966791,18059.576218477516
compas,ann,ig,,,,,,0.30165914,0.417555,211.21637569177474,1827.388539364032
compas,ann,ig,,,,,,0.015423523,0.042133044,10.58547275652,504.4887270799356
compas,ann,ig,,,,,,0.73492336,0.2711754,1053.913796410497,6404.717181382361
compas,ann,ig,,,,,,0.3939539,0.33363405,1283197.3168935885,2599548.0810846225
compas,ann,ig,,,,,,0.03895224,0.19712111,130.9389962607636,967.7658105435381
compas,ann,ig,,,,,,0.50880516,0.31155682,189.71484868113777,3413.9727346165964
compas,ann,ig,,,,,,0.006351013,0.018914802,8.123637276095085,1060.7002148434706
compas,ann,ig,,,,,,0.3288874,0.5025863,20.12658843183184,2362.967952247448
compas,ann,ig,,,,,,0.6470109,0.52577865,909.4355774825551,3008.2841379880524
compas,ann,ig,,,,,,0.74348795,0.4733227,851.3465912979063,4189.1730602526595
compas,ann,ig,,,,,,0.55529404,0.6172565,337.7230625225423,17696.415638655886
compas,ann,ig,,,,,,0.4146085,0.30633435,310.99000834079567,1885.2477659056651
compas,ann,ig,,,,,,0.64892644,0.3978866,54.905830316698854,1624.3229992603765
compas,ann,ig,,,,,,0.30146605,0.34929252,148.99443859097414,1803.3298615782676
compas,ann,ig,,,,,,0.0022689062,0.015337436,50.472929020021176,1064.268505106353
compas,ann,ig,,,,,,0.734675,0.4753975,306.45038219272675,1366.9434654978968
compas,ann,ig,,,,,,0.43247885,0.52141756,212106.41203571437,151572.30551818933
compas,ann,ig,,,,,,0.0013710194,0.009058888,56.724912947007674,1096.0432093818183
compas,ann,ig,,,,,,0.30640525,0.3563475,1083.3878825954696,48015.838457827274
compas,ann,ig,,,,,,0.79597783,0.60715336,49.306315467424945,1823.5906394157691
compas,ann,ig,,,,,,0.012976296,0.022443766,125.96580268929144,4767.620211513169
compas,ann,ig,,,,,,0.41632637,0.20083812,26.266740461331995,966.333579180822
compas,ann,ig,,,,,,0.22430989,0.360697,153.72895422152976,1360.9659956338521
compas,ann,ig,,,,,,0.063305005,0.10381965,31.023968060481977,848.1339784058459
compas,ann,ig,,,,,,0.66459197,0.67940474,36.00937210441746,2201.838142665423
compas,ann,ig,,,,,,0.24848047,0.26785007,495.24293124905245,1634.8551204018659
compas,ann,ig,,,,,,0.79107714,0.6151855,26.277618893852196,2656.8860433801096
compas,ann,ig,,,,,,0.6624687,0.64534855,49.63350735376505,2668.085781212821
compas,ann,ig,,,,,,0.024460949,0.13014382,98.20021456328114,625.3441272629207
compas,ann,ig,,,,,,0.11015127,0.27111182,60.88510970424827,1031.1625245632338
compas,ann,ig,,,,,,0.670374,0.6545585,212.2031542418302,2272.9125927755094
compas,ann,ig,,,,,,0.7679124,0.5934883,636.5533226073959,7408.43852220336
compas,ann,ig,,,,,,0.16867077,0.07564931,1010.1604000686558,24862.91683565397
compas,ann,ig,,,,,,0.5769656,0.52379274,574.9432897345906,2829.1796391883413
compas,ann,ig,,,,,,0.61120987,0.52451634,513.907106997207,12671.403492558522
compas,ann,ig,,,,,,0.0008002456,0.0043847887,6.346690423844134,4744.208768742068
compas,ann,ig,,,,,,0.6742963,0.49738556,331.0556606896538,2428.7747174452
compas,ann,ig,,,,,,0.039280836,0.06433245,304.898071118821,1601.9555807998622
compas,ann,ig,,,,,,0.29356366,0.35123467,489.0824340349692,1897.8825058667944
compas,ann,ig,,,,,,0.019198308,0.0800059,75.08937855320336,741.1890331706753
compas,ann,ig,,,,,,0.03166475,0.19956943,12.265298927185952,1511.7728843160417
compas,ann,ig,,,,,,0.0442459,0.11984374,171.78449786138145,3029.892319070677
compas,ann,ig,,,,,,0.29187977,0.42088825,330.52253410818895,9804.684301559466
compas,ann,ig,,,,,,0.36756605,0.24432409,326.9746027487071,704.0020230060181
compas,ann,ig,,,,,,0.28630257,0.35042986,619203.0840632448,71684.67863191305
compas,ann,ig,,,,,,0.13381371,0.2639458,578.5754753356368,4744.478330291936
compas,ann,ig,,,,,,0.44109213,0.41491547,1514.5686785459375,475648.6022268237
compas,ann,ig,,,,,,0.15810674,0.3245226,347.4675080129245,3461.6338982247594
compas,ann,ig,,,,,,0.21902347,0.39844733,417.3195912293432,1837.2386416221088
compas,ann,ig,,,,,,0.6775237,0.5286311,382.8780757923367,2118.2580016894203
compas,ann,ig,,,,,,0.5348963,0.5298074,334.26380290933156,19384.17410948993
compas,ann,ig,,,,,,0.38646278,0.54293513,41.13732222730783,1959.3671860721167
compas,ann,ig,,,,,,0.112593114,0.2996733,408.9062739194885,7034.324469063962
compas,ann,ig,,,,,,0.22954406,0.16030996,1984.3950246760223,458146.4663931247
compas,ann,ig,,,,,,0.40500894,0.30115637,38.23662016692779,1245.1621137685206
compas,ann,ig,,,,,,0.42920965,0.23080137,23.814322376112628,2196.123254587723
compas,ann,ig,,,,,,0.747791,0.6668685,49.60338175498463,6009.275427239064
compas,ann,ig,,,,,,0.6500492,0.6994232,708.0478979057752,2287.240358214374
compas,ann,ig,,,,,,0.16171257,0.25840136,679.0522440252922,2790.7852113163776
compas,ann,ig,,,,,,0.63063,0.73482835,400136.06930381176,72930.51798055398
compas,ann,ig,,,,,,0.00085178966,0.0013124167,69.70701363868545,5981.596274895071
compas,ann,ig,,,,,,0.5014446,0.5674369,36258.16227442432,98135.56960561477
compas,ann,ig,,,,,,0.1662662,0.21722974,456.7921645925061,1261.8302187125037
compas,ann,ig,,,,,,0.37738264,0.37349367,49542.45889385032,44154.151710377
compas,ann,ig,,,,,,0.63911545,0.6168407,27.785926742808254,1673.7417200799766
compas,ann,ig,,,,,,0.016546464,0.09399276,139.37421157142458,673.2184263785797
compas,ann,ig,,,,,,0.01728586,0.012049973,137.81596481028274,602.3815714068918
compas,ann,ig,,,,,,0.645653,0.6298673,86992.60207803233,125169.63997955735
compas,ann,ig,,,,,,0.05156408,0.26096493,14.274329522985724,675.8797885803343
compas,ann,ig,,,,,,0.4071083,0.55480057,895.1646541355773,4933.811844458906
compas,ann,ig,,,,,,0.44897023,0.36016187,774.8842971197812,132938.53607581617
compas,ann,ig,,,,,,0.42459273,0.52710575,223003.12416177205,1638498.588707493
compas,ann,ig,,,,,,0.52223605,0.4160581,493.0784399338933,458.3013018214018
compas,ann,ig,,,,,,0.02384789,0.08023321,150.19337237760897,520.7419973747519
compas,ann,ig,,,,,,0.17222795,0.32423586,240.42023956238236,4585.760853682133
compas,ann,ig,,,,,,0.2187031,0.116332754,49.91321687275178,64627.306739335094
compas,ann,ig,,,,,,0.48162922,0.42940935,1569.2606507203661,62509.785263925056
compas,ann,ig,,,,,,0.0072512804,0.10520938,9.321784445650868,12832.063620544726
compas,ann,ig,,,,,,0.041409526,0.09771104,15.063157309920836,749.5917407203046
compas,ann,ig,,,,,,0.1152983,0.07838562,514.7734057486231,5139.6152110132925
compas,ann,ig,,,,,,0.68706465,0.48490882,1319.386965219165,9656.106791992934
compas,ann,ig,,,,,,0.19996008,0.3496726,345.0913795143207,2206.811403059701
compas,ann,ig,,,,,,0.4927584,0.3801626,1247.4577910039718,25081.258870709313
compas,ann,ig,,,,,,0.20896062,0.26315275,459.19114333939183,3511.3373933541648
compas,ann,ig,,,,,,0.052391868,0.11419619,28.356861749900457,5483.055560100718
compas,ann,ig,,,,,,0.6516613,0.6300773,44.198439490335325,4082.956850972847
compas,ann,ig,,,,,,0.75577563,0.31378248,467.2231520209353,1092.249136027297
compas,ann,ig,,,,,,0.64483416,0.48334354,307.28646662633855,68731.72873739108
compas,ann,ig,,,,,,0.51633966,0.57152385,23712.236845612915,10450820.53101581
compas,ann,ig,,,,,,0.013274539,0.033988252,26.118040481383296,564.802197426244
compas,ann,ig,,,,,,0.051453523,0.12402485,184.06120616765037,1007.1435305864106
compas,ann,ig,,,,,,0.4980741,0.49363083,154.89385844014882,1589.395202921766
compas,ann,ig,,,,,,0.07770783,0.13089894,512.3989666942232,57991.266133636214
compas,ann,ig,,,,,,0.08610357,0.22860307,617.933225613829,36510.58652978183
compas,ann,ig,,,,,,0.26432824,0.31403702,28.728758494071144,4004.446784199383
compas,ann,ig,,,,,,0.052447964,0.117339015,248.19304069213,998.7622979447913
compas,ann,ig,,,,,,0.7639319,0.39532438,16.359752380934214,1077.5109011051727
compas,ann,ig,,,,,,0.0028215626,0.07278386,10.131889598078962,1369.843168554742
compas,ann,ig,,,,,,0.65449286,0.71214175,30334.668305838873,364141.0288140668
compas,ann,ig,,,,,,0.2885683,0.39407662,3805005.695098815,73259.24187657295
compas,ann,ig,,,,,,0.61871475,0.5279768,369.7299326066657,4469.482789208476
